route_id,service_id,trip_id,trip_headsign,block_id,run_id,shape_id,duty_id,trip_label,trip_index,trp_time_end,trp_place_end,trp_place_end_descr,trp_trip_ST,trp_block,trp_operating_days,direction_id,trp_time_start
35,202220D-vs20222D-Saturday-04,3756253-202220D-vs20222D-Saturday-04,350,645240,3535,350079,647,353502,4962,11:27:00,bigchi,"Big Basin Way & China Grade Rd",0,3535,,0,10:30:00
35,202220D-vs20222D-Saturday-04,3756265-202220D-vs20222D-Saturday-04,350,645240,3535,350077,647,353503,4963,12:28:00,scmc,"Santa Cruz Metro Center",0,3535,,1,11:28:00
68,202220D-vs20222D-Saturday-04,3756317-202220D-vs20222D-Saturday-04,680,645240,3535,680013,647,353504,4964,13:48:00,cpmal1,"Capitola Mall Lane 1",0,3535,,0,13:15:00
66,202220D-vs20222D-Saturday-04,3756279-202220D-vs20222D-Saturday-04,660,645240,3535,660007,647,353505,4965,14:35:00,scmc,"Santa Cruz Metro Center",0,3535,,1,14:00:00
66,202220D-vs20222D-Saturday-04,3756296-202220D-vs20222D-Saturday-04,660,645240,3535,660009,648,353506,4966,15:20:00,cpmal1,"Capitola Mall Lane 1",0,3535,,0,14:45:00
68,202220D-vs20222D-Saturday-04,3756310-202220D-vs20222D-Saturday-04,680,645240,3535,680012,648,353507,4967,16:03:00,scmc,"Santa Cruz Metro Center",0,3535,,1,15:30:00
68,202220D-vs20222D-Saturday-04,3756308-202220D-vs20222D-Saturday-04,680,645240,3535,680013,648,353508,4968,16:48:00,cpmal1,"Capitola Mall Lane 1",0,3535,,0,16:15:00
66,202220D-vs20222D-Saturday-04,3756282-202220D-vs20222D-Saturday-04,660,645240,3535,660007,648,353509,4969,17:35:00,scmc,"Santa Cruz Metro Center",0,3535,,1,17:00:00
66,202220D-vs20222D-Saturday-04,3756290-202220D-vs20222D-Saturday-04,660,645240,3535,660009,648,353510,4970,18:25:00,cpmal1,"Capitola Mall Lane 1",0,3535,,0,17:45:00
66,202220D-vs20222D-Saturday-04,3756287-202220D-vs20222D-Saturday-04,660,645227,3536,660007,645,353601,4867,09:30:00,scmc,"Santa Cruz Metro Center",0,3536,,1,09:00:00
66,202220D-vs20222D-Saturday-04,3756294-202220D-vs20222D-Saturday-04,660,645227,3536,660009,645,353602,4868,10:15:00,cpmal1,"Capitola Mall Lane 1",0,3536,,0,09:45:00
66,202220D-vs20222D-Saturday-04,3756289-202220D-vs20222D-Saturday-04,660,645227,3536,660007,645,353603,4869,11:33:00,scmc,"Santa Cruz Metro Center",0,3536,,1,11:00:00
68,202220D-vs20222D-Saturday-04,3756316-202220D-vs20222D-Saturday-04,680,645227,3536,680013,645,353604,4870,12:48:00,cpmal1,"Capitola Mall Lane 1",0,3536,,0,12:15:00
66,202220D-vs20222D-Saturday-04,3756284-202220D-vs20222D-Saturday-04,660,645227,3536,660007,645,353605,4871,13:35:00,scmc,"Santa Cruz Metro Center",0,3536,,1,13:00:00
66,202220D-vs20222D-Saturday-04,3756292-202220D-vs20222D-Saturday-04,660,645227,3536,660009,645,353606,4872,14:20:00,cpmal1,"Capitola Mall Lane 1",0,3536,,0,13:45:00
68,202220D-vs20222D-Saturday-04,3756314-202220D-vs20222D-Saturday-04,680,645227,3536,680012,645,353607,4873,15:03:00,scmc,"Santa Cruz Metro Center",0,3536,,1,14:30:00
35,202220D-vs20222D-Saturday-04,3756258-202220D-vs20222D-Saturday-04,350,645227,3536,350078,645,353608,4874,16:30:00,mtnstr,"Mountain Store",0,3536,,0,15:30:00
35,202220D-vs20222D-Saturday-04,3756270-202220D-vs20222D-Saturday-04,350,645227,3536,350076,645,353609,4875,17:23:00,scmc,"Santa Cruz Metro Center",0,3536,,1,16:33:00
71,202220D-vs20222D-Saturday-04,3756212-202220D-vs20222D-Saturday-04,710,645247,3537,710032,657,353701,5025,12:10:00,scmc,"Santa Cruz Metro Center",0,3537,,1,11:10:00
71,202220D-vs20222D-Saturday-04,3756198-202220D-vs20222D-Saturday-04,710,645247,3537,710031,657,353702,5026,13:55:00,wtc,"Watsonville Transit Center",0,3537,,0,12:45:00
71,202220D-vs20222D-Saturday-04,3756215-202220D-vs20222D-Saturday-04,710,645247,3537,710032,657,353703,5027,15:20:00,scmc,"Santa Cruz Metro Center",0,3537,,1,14:10:00
71,202220D-vs20222D-Saturday-04,3756201-202220D-vs20222D-Saturday-04,710,645247,3537,710031,657,353704,5028,16:55:00,wtc,"Watsonville Transit Center",0,3537,,0,15:45:00
71,202220D-vs20222D-Saturday-04,3756218-202220D-vs20222D-Saturday-04,710,645247,3537,710032,669,353705,5029,18:20:00,scmc,"Santa Cruz Metro Center",0,3537,,1,17:10:00
71,202220D-vs20222D-Saturday-04,3756204-202220D-vs20222D-Saturday-04,710,645247,3537,710030,669,353706,5030,19:50:00,wtc,"Watsonville Transit Center",0,3537,,0,18:45:00
71,202220D-vs20222D-Saturday-04,3756221-202220D-vs20222D-Saturday-04,710,645247,3537,710033,669,353707,5031,21:10:00,scmc,"Santa Cruz Metro Center",0,3537,,1,20:10:00
35,202220D-vs20222D-Saturday-04,3756388-202220D-vs20222D-Saturday-04,350,645247,3537,350081,669,353708,5032,22:37:00,bigchi,"Big Basin Way & China Grade Rd",0,3537,,0,21:30:00
35,202220D-vs20222D-Saturday-04,3756431-202220D-vs20222D-Saturday-04,350,645247,3537,350077,669,353709,5033,23:28:00,scmc,"Santa Cruz Metro Center",0,3537,,1,22:38:00
71,202220D-vs20222D-Saturday-04,3756367-202220D-vs20222D-Saturday-04,710,645247,3537,710031,669,353710,5034,24:45:00,wtc,"Watsonville Transit Center",0,3537,,0,23:45:00
35,202220D-vs20222D-Saturday-04,3756254-202220D-vs20222D-Saturday-04,350,645236,3538,350078,651,353801,4936,12:30:00,mtnstr,"Mountain Store",0,3538,,0,11:30:00
35,202220D-vs20222D-Saturday-04,3756266-202220D-vs20222D-Saturday-04,350,645236,3538,350076,651,353802,4937,13:28:00,scmc,"Santa Cruz Metro Center",0,3538,,1,12:33:00
69W,202220D-vs20222D-Saturday-04,3756175-202220D-vs20222D-Saturday-04,693,645237,3539,69W0005,638,353901,4938,12:24:00,wtc,"Watsonville Transit Center",0,3539,,0,11:30:00
69W,202220D-vs20222D-Saturday-04,3756187-202220D-vs20222D-Saturday-04,693,645237,3539,69W0006,638,353902,4939,13:45:00,scmc,"Santa Cruz Metro Center",0,3539,,1,12:50:00
69W,202220D-vs20222D-Saturday-04,3756178-202220D-vs20222D-Saturday-04,693,645237,3539,69W0005,638,353903,4940,15:24:00,wtc,"Watsonville Transit Center",0,3539,,0,14:30:00
69W,202220D-vs20222D-Saturday-04,3756190-202220D-vs20222D-Saturday-04,693,645237,3539,69W0006,666,353904,4941,16:45:00,scmc,"Santa Cruz Metro Center",0,3539,,1,15:50:00
69A,202220D-vs20222D-Saturday-04,3756160-202220D-vs20222D-Saturday-04,691,645237,3539,69A0005,666,353905,4942,17:52:00,wtc,"Watsonville Transit Center",0,3539,,0,17:00:00
69A,202220D-vs20222D-Saturday-04,3756171-202220D-vs20222D-Saturday-04,691,645237,3539,69A0006,666,353906,4943,19:12:00,scmc,"Santa Cruz Metro Center",0,3539,,1,18:20:00
35,202220D-vs20222D-Saturday-04,3756262-202220D-vs20222D-Saturday-04,350,645237,3539,350078,666,353907,4944,20:25:00,mtnstr,"Mountain Store",0,3539,,0,19:30:00
35,202220D-vs20222D-Saturday-04,3756274-202220D-vs20222D-Saturday-04,350,645237,3539,350076,666,353908,4945,21:18:00,scmc,"Santa Cruz Metro Center",0,3539,,1,20:28:00
71,202220D-vs20222D-Saturday-04,3756300-202220D-vs20222D-Saturday-04,710,645237,3539,710031,666,353909,4946,22:45:00,wtc,"Watsonville Transit Center",0,3539,,0,21:45:00
35,202220D-vs20222D-Saturday-04,3756255-202220D-vs20222D-Saturday-04,350,645246,3540,350079,633,354001,5018,13:27:00,bigchi,"Big Basin Way & China Grade Rd",0,3540,,0,12:30:00
35,202220D-vs20222D-Saturday-04,3756267-202220D-vs20222D-Saturday-04,350,645246,3540,350077,633,354002,5019,14:28:00,scmc,"Santa Cruz Metro Center",0,3540,,1,13:28:00
68,202220D-vs20222D-Saturday-04,3756319-202220D-vs20222D-Saturday-04,680,645246,3540,680013,651,354003,5020,15:48:00,cpmal1,"Capitola Mall Lane 1",0,3540,,0,15:15:00
66,202220D-vs20222D-Saturday-04,3756278-202220D-vs20222D-Saturday-04,660,645246,3540,660007,651,354004,5021,16:35:00,scmc,"Santa Cruz Metro Center",0,3540,,1,16:00:00
66,202220D-vs20222D-Saturday-04,3756288-202220D-vs20222D-Saturday-04,660,645246,3540,660009,651,354005,5022,17:25:00,cpmal1,"Capitola Mall Lane 1",0,3540,,0,16:45:00
66,202220D-vs20222D-Saturday-04,3756277-202220D-vs20222D-Saturday-04,660,645246,3540,660007,651,354006,5023,18:35:00,scmc,"Santa Cruz Metro Center",0,3540,,1,18:00:00
66,202220D-vs20222D-Saturday-04,3756420-202220D-vs20222D-Saturday-04,660,645246,3540,660009,651,354007,5024,19:20:00,cpmal1,"Capitola Mall Lane 1",0,3540,,0,18:45:00
42,202220D-vs20222D-Saturday-04,3756301-202220D-vs20222D-Saturday-04,420,645239,3541,420014,658,354101,4958,17:56:00,scmc,"Santa Cruz Metro Center",0,3541,,0,16:30:00
35,202220D-vs20222D-Saturday-04,3756261-202220D-vs20222D-Saturday-04,350,645239,3541,350079,658,354102,4959,19:27:00,bigchi,"Big Basin Way & China Grade Rd",0,3541,,0,18:30:00
35,202220D-vs20222D-Saturday-04,3756273-202220D-vs20222D-Saturday-04,350,645239,3541,350077,658,354103,4960,20:23:00,scmc,"Santa Cruz Metro Center",0,3541,,1,19:28:00
68,202220D-vs20222D-Saturday-04,3756427-202220D-vs20222D-Saturday-04,680,645242,3542,680012,657,354201,4979,18:03:00,scmc,"Santa Cruz Metro Center",0,3542,,1,17:30:00
68,202220D-vs20222D-Saturday-04,3756425-202220D-vs20222D-Saturday-04,680,645242,3542,680013,657,354202,4980,18:48:00,cpmal1,"Capitola Mall Lane 1",0,3542,,0,18:15:00
68,202220D-vs20222D-Saturday-04,3756429-202220D-vs20222D-Saturday-04,680,645242,3542,680012,657,354203,4981,19:53:00,scmc,"Santa Cruz Metro Center",0,3542,,1,19:30:00
35,202220D-vs20222D-Saturday-04,3756322-202220D-vs20222D-Saturday-04,350,645242,3542,350079,664,354204,4982,21:22:00,bigchi,"Big Basin Way & China Grade Rd",0,3542,,0,20:30:00
35,202220D-vs20222D-Saturday-04,3756324-202220D-vs20222D-Saturday-04,350,645242,3542,350077,664,354205,4983,22:18:00,scmc,"Santa Cruz Metro Center",0,3542,,1,21:23:00
71,202220D-vs20222D-Saturday-04,3756299-202220D-vs20222D-Saturday-04,710,645242,3542,710031,740,354206,4984,23:45:00,wtc,"Watsonville Transit Center",0,3542,,0,22:45:00
55,202220D-vs20222D-Saturday-04,3756320-202220D-vs20222D-Saturday-04,550,645248,5531,550011,662,553101,5035,14:40:00,cpmal,"Capitola Mall",0,5531,,0,13:30:00
72W,202220D-vs20222D-Saturday-04,3756306-202220D-vs20222D-Saturday-04,720,645248,5531,72W0002,662,553102,5036,15:53:00,bvcorr,"Browns Valley & Corralitos",0,5531,,0,15:25:00
72W,202220D-vs20222D-Saturday-04,3756382-202220D-vs20222D-Saturday-04,720,645248,5531,72W0003,662,553103,5037,16:27:00,wtc,"Watsonville Transit Center",0,5531,,1,15:53:00
55,202220D-vs20222D-Saturday-04,3756419-202220D-vs20222D-Saturday-04,550,645248,5531,550011,662,553104,5038,18:40:00,cpmal,"Capitola Mall",0,5531,,0,17:30:00
66,202220D-vs20222D-Saturday-04,3756281-202220D-vs20222D-Saturday-04,660,645248,5531,660007,662,553105,5039,19:35:00,scmc,"Santa Cruz Metro Center",0,5531,,1,19:00:00
66,202220D-vs20222D-Saturday-04,3756421-202220D-vs20222D-Saturday-04,660,645248,5531,660009,662,553106,5040,20:15:00,cpmal1,"Capitola Mall Lane 1",0,5531,,0,19:45:00
66,202220D-vs20222D-Saturday-04,3756423-202220D-vs20222D-Saturday-04,660,645248,5531,660007,662,553107,5041,21:30:00,scmc,"Santa Cruz Metro Center",0,5531,,1,21:00:00
69W,202220D-vs20222D-Saturday-04,3756182-202220D-vs20222D-Saturday-04,693,645228,6931,69W0006,734,693101,4876,08:35:00,scmc,"Santa Cruz Metro Center",0,6931,,1,07:50:00
69A,202220D-vs20222D-Saturday-04,3756152-202220D-vs20222D-Saturday-04,691,645228,6931,69A0005,734,693102,4877,09:58:00,wtc,"Watsonville Transit Center",0,6931,,0,09:07:00
69A,202220D-vs20222D-Saturday-04,3756163-202220D-vs20222D-Saturday-04,691,645228,6931,69A0006,734,693103,4878,11:12:00,scmc,"Santa Cruz Metro Center",0,6931,,1,10:20:00
69A,202220D-vs20222D-Saturday-04,3756155-202220D-vs20222D-Saturday-04,691,645228,6931,69A0005,653,693104,4879,12:56:00,wtc,"Watsonville Transit Center",0,6931,,0,12:00:00
69A,202220D-vs20222D-Saturday-04,3756166-202220D-vs20222D-Saturday-04,691,645228,6931,69A0006,653,693105,4880,14:18:00,scmc,"Santa Cruz Metro Center",0,6931,,1,13:20:00
69A,202220D-vs20222D-Saturday-04,3756158-202220D-vs20222D-Saturday-04,691,645228,6931,69A0005,653,693106,4881,15:56:00,wtc,"Watsonville Transit Center",0,6931,,0,15:00:00
69A,202220D-vs20222D-Saturday-04,3756169-202220D-vs20222D-Saturday-04,691,645228,6931,69A0006,653,693107,4882,17:12:00,scmc,"Santa Cruz Metro Center",0,6931,,1,16:20:00
69W,202220D-vs20222D-Saturday-04,3756181-202220D-vs20222D-Saturday-04,693,645228,6931,69W0005,653,693108,4883,18:20:00,wtc,"Watsonville Transit Center",0,6931,,0,17:30:00
69W,202220D-vs20222D-Saturday-04,3756366-202220D-vs20222D-Saturday-04,693,645228,6931,69W0006,653,693109,4884,19:40:00,scmc,"Santa Cruz Metro Center",0,6931,,1,18:50:00
69A,202220D-vs20222D-Saturday-04,3756365-202220D-vs20222D-Saturday-04,691,645241,6932,69A0006,634,693201,4971,09:12:00,scmc,"Santa Cruz Metro Center",0,6932,,1,08:20:00
69W,202220D-vs20222D-Saturday-04,3756173-202220D-vs20222D-Saturday-04,693,645241,6932,69W0005,634,693202,4972,10:26:00,wtc,"Watsonville Transit Center",0,6932,,0,09:37:00
69W,202220D-vs20222D-Saturday-04,3756185-202220D-vs20222D-Saturday-04,693,645241,6932,69W0006,634,693203,4973,11:45:00,scmc,"Santa Cruz Metro Center",0,6932,,1,10:50:00
69W,202220D-vs20222D-Saturday-04,3756176-202220D-vs20222D-Saturday-04,693,645241,6932,69W0005,634,693204,4974,13:24:00,wtc,"Watsonville Transit Center",0,6932,,0,12:30:00
69W,202220D-vs20222D-Saturday-04,3756188-202220D-vs20222D-Saturday-04,693,645241,6932,69W0006,634,693205,4975,14:45:00,scmc,"Santa Cruz Metro Center",0,6932,,1,13:50:00
69W,202220D-vs20222D-Saturday-04,3756179-202220D-vs20222D-Saturday-04,693,645241,6932,69W0005,736,693206,4976,16:24:00,wtc,"Watsonville Transit Center",0,6932,,0,15:30:00
69W,202220D-vs20222D-Saturday-04,3756191-202220D-vs20222D-Saturday-04,693,645241,6932,69W0006,736,693207,4977,17:45:00,scmc,"Santa Cruz Metro Center",0,6932,,1,16:50:00
69A,202220D-vs20222D-Saturday-04,3756161-202220D-vs20222D-Saturday-04,691,645241,6932,69A0005,736,693208,4978,18:52:00,wtc,"Watsonville Transit Center",0,6932,,0,18:00:00
69A,202220D-vs20222D-Saturday-04,3756151-202220D-vs20222D-Saturday-04,691,645245,6933,69A0005,640,693301,5009,08:58:00,wtc,"Watsonville Transit Center",0,6933,,0,08:07:00
69A,202220D-vs20222D-Saturday-04,3756162-202220D-vs20222D-Saturday-04,691,645245,6933,69A0006,640,693302,5010,10:12:00,scmc,"Santa Cruz Metro Center",0,6933,,1,09:20:00
69W,202220D-vs20222D-Saturday-04,3756174-202220D-vs20222D-Saturday-04,693,645245,6933,69W0005,640,693303,5011,11:26:00,wtc,"Watsonville Transit Center",0,6933,,0,10:37:00
69W,202220D-vs20222D-Saturday-04,3756186-202220D-vs20222D-Saturday-04,693,645245,6933,69W0006,640,693304,5012,12:45:00,scmc,"Santa Cruz Metro Center",0,6933,,1,11:50:00
69W,202220D-vs20222D-Saturday-04,3756177-202220D-vs20222D-Saturday-04,693,645245,6933,69W0005,640,693305,5013,14:24:00,wtc,"Watsonville Transit Center",0,6933,,0,13:30:00
69W,202220D-vs20222D-Saturday-04,3756189-202220D-vs20222D-Saturday-04,693,645245,6933,69W0006,640,693306,5014,15:45:00,scmc,"Santa Cruz Metro Center",0,6933,,1,14:50:00
69A,202220D-vs20222D-Saturday-04,3756159-202220D-vs20222D-Saturday-04,691,645245,6933,69A0005,739,693307,5015,16:56:00,wtc,"Watsonville Transit Center",0,6933,,0,16:00:00
69A,202220D-vs20222D-Saturday-04,3756170-202220D-vs20222D-Saturday-04,691,645245,6933,69A0006,739,693308,5016,18:12:00,scmc,"Santa Cruz Metro Center",0,6933,,1,17:20:00
69W,202220D-vs20222D-Saturday-04,3756345-202220D-vs20222D-Saturday-04,693,645245,6933,69W0005,739,693309,5017,19:20:00,wtc,"Watsonville Transit Center",0,6933,,0,18:30:00
69W,202220D-vs20222D-Saturday-04,3756183-202220D-vs20222D-Saturday-04,693,645226,6934,69W0006,735,693401,4862,09:35:00,scmc,"Santa Cruz Metro Center",0,6934,,1,08:50:00
69A,202220D-vs20222D-Saturday-04,3756153-202220D-vs20222D-Saturday-04,691,645226,6934,69A0005,735,693402,4863,10:58:00,wtc,"Watsonville Transit Center",0,6934,,0,10:07:00
69A,202220D-vs20222D-Saturday-04,3756164-202220D-vs20222D-Saturday-04,691,645226,6934,69A0006,735,693403,4864,12:12:00,scmc,"Santa Cruz Metro Center",0,6934,,1,11:20:00
69A,202220D-vs20222D-Saturday-04,3756156-202220D-vs20222D-Saturday-04,691,645226,6934,69A0005,658,693404,4865,13:56:00,wtc,"Watsonville Transit Center",0,6934,,0,13:00:00
69A,202220D-vs20222D-Saturday-04,3756167-202220D-vs20222D-Saturday-04,691,645226,6934,69A0006,658,693405,4866,15:18:00,scmc,"Santa Cruz Metro Center",0,6934,,1,14:20:00
69W,202220D-vs20222D-Saturday-04,3756172-202220D-vs20222D-Saturday-04,693,645244,6935,69W0005,642,693501,5000,09:26:00,wtc,"Watsonville Transit Center",0,6935,,0,08:37:00
69W,202220D-vs20222D-Saturday-04,3756184-202220D-vs20222D-Saturday-04,693,645244,6935,69W0006,642,693502,5001,10:45:00,scmc,"Santa Cruz Metro Center",0,6935,,1,09:50:00
69A,202220D-vs20222D-Saturday-04,3756154-202220D-vs20222D-Saturday-04,691,645244,6935,69A0005,642,693503,5002,11:58:00,wtc,"Watsonville Transit Center",0,6935,,0,11:07:00
69A,202220D-vs20222D-Saturday-04,3756165-202220D-vs20222D-Saturday-04,691,645244,6935,69A0006,642,693504,5003,13:18:00,scmc,"Santa Cruz Metro Center",0,6935,,1,12:20:00
69A,202220D-vs20222D-Saturday-04,3756157-202220D-vs20222D-Saturday-04,691,645244,6935,69A0005,642,693505,5004,14:56:00,wtc,"Watsonville Transit Center",0,6935,,0,14:00:00
69A,202220D-vs20222D-Saturday-04,3756168-202220D-vs20222D-Saturday-04,691,645244,6935,69A0006,642,693506,5005,16:12:00,scmc,"Santa Cruz Metro Center",0,6935,,1,15:20:00
69W,202220D-vs20222D-Saturday-04,3756180-202220D-vs20222D-Saturday-04,693,645244,6935,69W0005,655,693507,5006,17:24:00,wtc,"Watsonville Transit Center",0,6935,,0,16:30:00
69W,202220D-vs20222D-Saturday-04,3756192-202220D-vs20222D-Saturday-04,693,645244,6935,69W0006,655,693508,5007,18:40:00,scmc,"Santa Cruz Metro Center",0,6935,,1,17:50:00
69A,202220D-vs20222D-Saturday-04,3756344-202220D-vs20222D-Saturday-04,691,645244,6935,69A0005,655,693509,5008,19:52:00,wtc,"Watsonville Transit Center",0,6935,,0,19:00:00
71,202220D-vs20222D-Saturday-04,3756430-202220D-vs20222D-Saturday-04,710,645238,7131,710034,631,713101,4947,06:07:00,wtc,"Watsonville Transit Center",0,7131,,0,05:58:00
71,202220D-vs20222D-Saturday-04,3756207-202220D-vs20222D-Saturday-04,710,645238,7131,710033,631,713102,4948,07:12:00,scmc,"Santa Cruz Metro Center",0,7131,,1,06:12:00
71,202220D-vs20222D-Saturday-04,3756193-202220D-vs20222D-Saturday-04,710,645238,7131,710031,631,713103,4949,08:45:00,wtc,"Watsonville Transit Center",0,7131,,0,07:45:00
71,202220D-vs20222D-Saturday-04,3756210-202220D-vs20222D-Saturday-04,710,645238,7131,710032,631,713104,4950,10:10:00,scmc,"Santa Cruz Metro Center",0,7131,,1,09:10:00
71,202220D-vs20222D-Saturday-04,3756196-202220D-vs20222D-Saturday-04,710,645238,7131,710031,631,713105,4951,11:55:00,wtc,"Watsonville Transit Center",0,7131,,0,10:45:00
71,202220D-vs20222D-Saturday-04,3756213-202220D-vs20222D-Saturday-04,710,645238,7131,710032,631,713106,4952,13:20:00,scmc,"Santa Cruz Metro Center",0,7131,,1,12:10:00
71,202220D-vs20222D-Saturday-04,3756199-202220D-vs20222D-Saturday-04,710,645238,7131,710031,661,713107,4953,14:55:00,wtc,"Watsonville Transit Center",0,7131,,0,13:45:00
71,202220D-vs20222D-Saturday-04,3756216-202220D-vs20222D-Saturday-04,710,645238,7131,710032,661,713108,4954,16:20:00,scmc,"Santa Cruz Metro Center",0,7131,,1,15:10:00
71,202220D-vs20222D-Saturday-04,3756202-202220D-vs20222D-Saturday-04,710,645238,7131,710030,661,713109,4955,17:50:00,wtc,"Watsonville Transit Center",0,7131,,0,16:45:00
71,202220D-vs20222D-Saturday-04,3756219-202220D-vs20222D-Saturday-04,710,645238,7131,710033,661,713110,4956,19:20:00,scmc,"Santa Cruz Metro Center",0,7131,,1,18:10:00
71,202220D-vs20222D-Saturday-04,3756205-202220D-vs20222D-Saturday-04,710,645238,7131,710031,661,713111,4957,20:55:00,wtc,"Watsonville Transit Center",0,7131,,0,19:45:00
71,202220D-vs20222D-Saturday-04,3756343-202220D-vs20222D-Saturday-04,710,645232,7132,710033,632,713201,4909,07:40:00,scmc,"Santa Cruz Metro Center",0,7132,,1,06:40:00
71,202220D-vs20222D-Saturday-04,3756349-202220D-vs20222D-Saturday-04,710,645232,7132,710030,632,713202,4910,09:15:00,wtc,"Watsonville Transit Center",0,7132,,0,08:15:00
71,202220D-vs20222D-Saturday-04,3756359-202220D-vs20222D-Saturday-04,710,645232,7132,710033,632,713203,4911,10:45:00,scmc,"Santa Cruz Metro Center",0,7132,,1,09:40:00
71,202220D-vs20222D-Saturday-04,3756352-202220D-vs20222D-Saturday-04,710,645232,7132,710030,632,713204,4912,12:15:00,wtc,"Watsonville Transit Center",0,7132,,0,11:15:00
71,202220D-vs20222D-Saturday-04,3756362-202220D-vs20222D-Saturday-04,710,645232,7132,710033,632,713205,4913,13:50:00,scmc,"Santa Cruz Metro Center",0,7132,,1,12:40:00
71,202220D-vs20222D-Saturday-04,3756355-202220D-vs20222D-Saturday-04,710,645232,7132,710030,733,713206,4914,15:25:00,wtc,"Watsonville Transit Center",0,7132,,0,14:15:00
71,202220D-vs20222D-Saturday-04,3756208-202220D-vs20222D-Saturday-04,710,645234,7133,710032,638,713301,4924,08:00:00,scmc,"Santa Cruz Metro Center",0,7133,,1,07:10:00
71,202220D-vs20222D-Saturday-04,3756194-202220D-vs20222D-Saturday-04,710,645234,7133,710031,638,713302,4925,09:45:00,wtc,"Watsonville Transit Center",0,7133,,0,08:45:00
71,202220D-vs20222D-Saturday-04,3756357-202220D-vs20222D-Saturday-04,710,645233,7134,710033,637,713401,4915,08:40:00,scmc,"Santa Cruz Metro Center",0,7134,,1,07:40:00
71,202220D-vs20222D-Saturday-04,3756350-202220D-vs20222D-Saturday-04,710,645233,7134,710030,637,713402,4916,10:15:00,wtc,"Watsonville Transit Center",0,7134,,0,09:15:00
71,202220D-vs20222D-Saturday-04,3756360-202220D-vs20222D-Saturday-04,710,645233,7134,710033,637,713403,4917,11:50:00,scmc,"Santa Cruz Metro Center",0,7134,,1,10:40:00
71,202220D-vs20222D-Saturday-04,3756353-202220D-vs20222D-Saturday-04,710,645233,7134,710030,637,713404,4918,13:25:00,wtc,"Watsonville Transit Center",0,7134,,0,12:15:00
71,202220D-vs20222D-Saturday-04,3756363-202220D-vs20222D-Saturday-04,710,645233,7134,710033,637,713405,4919,14:50:00,scmc,"Santa Cruz Metro Center",0,7134,,1,13:40:00
71,202220D-vs20222D-Saturday-04,3756356-202220D-vs20222D-Saturday-04,710,645233,7134,710030,649,713406,4920,16:20:00,wtc,"Watsonville Transit Center",0,7134,,0,15:15:00
79,202220D-vs20222D-Saturday-04,3756223-202220D-vs20222D-Saturday-04,790,645233,7134,790008,649,713407,4921,17:06:00,wtc,"Watsonville Transit Center",0,7134,,0,16:30:00
72W,202220D-vs20222D-Saturday-04,3756307-202220D-vs20222D-Saturday-04,720,645233,7134,72W0002,649,713408,4922,17:53:00,bvcorr,"Browns Valley & Corralitos",0,7134,,0,17:25:00
72W,202220D-vs20222D-Saturday-04,3756383-202220D-vs20222D-Saturday-04,720,645233,7134,72W0003,649,713409,4923,18:27:00,wtc,"Watsonville Transit Center",0,7134,,1,17:53:00
66,202220D-vs20222D-Saturday-04,3756422-202220D-vs20222D-Saturday-04,660,645229,7135,660009,646,713501,4885,09:15:00,cpmal1,"Capitola Mall Lane 1",0,7135,,0,08:45:00
71,202220D-vs20222D-Saturday-04,3756211-202220D-vs20222D-Saturday-04,710,645229,7135,710032,646,713502,4886,11:10:00,scmc,"Santa Cruz Metro Center",0,7135,,1,10:10:00
71,202220D-vs20222D-Saturday-04,3756197-202220D-vs20222D-Saturday-04,710,645229,7135,710031,646,713503,4887,12:55:00,wtc,"Watsonville Transit Center",0,7135,,0,11:45:00
71,202220D-vs20222D-Saturday-04,3756214-202220D-vs20222D-Saturday-04,710,645229,7135,710032,646,713504,4888,14:20:00,scmc,"Santa Cruz Metro Center",0,7135,,1,13:10:00
71,202220D-vs20222D-Saturday-04,3756200-202220D-vs20222D-Saturday-04,710,645229,7135,710031,663,713505,4889,15:55:00,wtc,"Watsonville Transit Center",0,7135,,0,14:45:00
71,202220D-vs20222D-Saturday-04,3756217-202220D-vs20222D-Saturday-04,710,645229,7135,710033,663,713506,4890,17:20:00,scmc,"Santa Cruz Metro Center",0,7135,,1,16:10:00
71,202220D-vs20222D-Saturday-04,3756203-202220D-vs20222D-Saturday-04,710,645229,7135,710031,663,713507,4891,18:55:00,wtc,"Watsonville Transit Center",0,7135,,0,17:45:00
71,202220D-vs20222D-Saturday-04,3756220-202220D-vs20222D-Saturday-04,710,645229,7135,710032,663,713508,4892,20:10:00,scmc,"Santa Cruz Metro Center",0,7135,,1,19:10:00
71,202220D-vs20222D-Saturday-04,3756206-202220D-vs20222D-Saturday-04,710,645229,7135,710030,663,713509,4893,21:40:00,wtc,"Watsonville Transit Center",0,7135,,0,20:45:00
35,202220D-vs20222D-Saturday-04,3756347-202220D-vs20222D-Saturday-04,350,645225,7231,350078,636,723101,4854,08:20:00,mtnstr,"Mountain Store",0,7231,,0,07:30:00
35,202220D-vs20222D-Saturday-04,3756346-202220D-vs20222D-Saturday-04,350,645225,7231,350076,636,723102,4855,09:18:00,scmc,"Santa Cruz Metro Center",0,7231,,1,08:23:00
71,202220D-vs20222D-Saturday-04,3756195-202220D-vs20222D-Saturday-04,710,645225,7231,710031,636,723103,4856,10:55:00,wtc,"Watsonville Transit Center",0,7231,,0,09:45:00
